total_rows,rows_updated,rows_created,errors,date,day_of_week,axis_label
25940,4008,21932,9,,,
31462,31198,264,12,,,
20073,7419,12654,13,,,
27976,15217,12759,24,,,
29745,13371,16374,31,,,
29730,14308,15422,14,,,
27608,10616,16992,22,,,
33901,33851,50,8,,,
29813,12564,17249,17,,,
26125,10591,15534,25,,,
31818,27385,4433,19,,,
31715,22011,9704,17,,,
25573,394,25179,13,,,
30036,8963,21073,13,,,
37683,36257,1426,19,,,
22390,3311,19079,27,,,
31012,2320,28692,17,,,
27346,5498,21848,7,,,
29408,3629,25779,17,,,
29393,5971,23422,9,,,
21468,20909,559,10,,,
35629,1270,34359,12,,,
27750,26833,917,10,,,
30884,22440,8444,15,,,
20157,6530,13627,10,,,
27257,24278,2979,7,,,
33710,27496,6214,17,,,
25620,136,25484,13,,,
31430,7975,23455,7,,,
21747,15266,6481,14,,,
32140,13007,19133,15,,,
29117,7527,21590,29,,,
33419,10207,23212,10,,,
30532,29544,988,13,,,
27134,8498,18636,14,,,
27138,1033,26105,14,,,
25733,19912,5821,14,,,
26971,15418,11553,22,,,
29758,19255,10503,9,,,
31973,30513,1460,27,,,
34105,30351,3754,18,,,
25501,17152,8349,15,,,
33652,22043,11609,4,,,
27307,23183,4124,9,,,
27453,9806,17647,21,,,
36511,32226,4285,14,,,
29207,26925,2282,9,,,
29669,2957,26712,17,,,
23913,8080,15833,18,,,
35004,25319,9685,17,,,
23981,14450,9531,17,,,
36043,25662,10381,12,,,
30111,4689,25422,18,,,
31314,22081,9233,11,,,
28332,22965,5367,12,,,
29587,14331,15256,14,,,
37362,12149,25213,5,,,
28553,20934,7619,16,,,
29760,20428,9332,14,,,
34094,15764,18330,10,,,
25759,20653,5106,11,,,
33772,23486,10286,16,,,
33622,1176,32446,12,,,
35526,26130,9396,8,,,
29841,18626,11215,11,,,
26221,15310,10911,11,,,
19994,16953,3041,11,,,
29634,5845,23789,17,,,
25623,7732,17891,14,,,
29815,22079,7736,18,,,
29676,4162,25514,10,,,
39594,14123,25471,11,,,
33893,30939,2954,13,,,
31506,14608,16898,14,,,
23284,387,22897,12,,,
29658,12459,17199,6,,,
27732,12193,15539,12,,,
21974,20497,1477,15,,,
31412,28865,2547,13,,,
30287,1688,28599,15,,,
34115,5313,28802,11,,,
24217,19466,4751,12,,,
21965,670,21295,13,,,
31136,6171,24965,17,,,
23457,11828,11629,15,,,
29854,29247,607,35,,,
29435,481,28954,13,,,
29227,14128,15099,5,,,
26320,18007,8313,16,,,
32031,25043,6988,6,,,
25823,19449,6374,13,,,
29749,23295,6454,16,,,
34141,13434,20707,9,,,
29451,28726,725,9,,,
29762,29586,176,19,,,
33182,31597,1585,20,,,
34647,6402,28245,14,,,
34487,21641,12846,9,,,
33433,12163,21270,17,,,
33827,10377,23450,7,,,
26368,16032,10336,20,,,
25828,22288,3540,13,,,
35521,32441,3080,9,,,
33701,24468,9233,5,,,
32819,9664,23155,6,,,
33081,5517,27564,9,,,
33444,29309,4135,19,,,
21781,300,21481,16,,,
31579,8341,23238,21,,,
25029,24819,210,21,,,
27071,3248,23823,13,,,
36209,20436,15773,13,,,
29149,21561,7588,13,,,
27690,23883,3807,30,,,
31517,11301,20216,9,,,
27629,27066,563,13,,,
24095,19072,5023,14,,,
27845,16871,10974,17,,,
33566,28322,5244,12,,,
38919,26183,12736,7,,,
37824,16819,21005,14,,,
22920,2536,20384,14,,,
33450,12915,20535,22,,,
33710,9511,24199,22,,,
26133,8061,18072,8,,,
25959,3947,22012,10,,,
33446,28266,5180,8,,,
22649,6289,16360,11,,,
34720,17554,17166,11,,,
31177,26468,4709,14,,,
29020,15943,13077,18,,,
35084,27530,7554,7,,,
25265,8446,16819,16,,,
25674,20689,4985,18,,,
31681,28549,3132,8,,,
25390,18129,7261,12,,,
25840,6807,19033,17,,,
33549,32549,1000,21,,,
26784,25333,1451,17,,,
35288,3546,31742,17,,,
27904,2649,25255,15,,,
32937,15273,17664,10,,,
35046,20761,14285,15,,,
33834,17153,16681,22,,,
25366,10588,14778,5,,,
31610,13857,17753,10,,,
29330,5009,24321,12,,,
31218,26410,4808,10,,,
29738,1608,28130,18,,,
33404,24324,9080,14,,,
29406,24611,4795,4,,,
25655,4508,21147,19,,,
23866,7844,16022,6,,,
21012,2698,18314,15,,,
32133,18137,13996,13,,,
31407,24249,7158,10,,,
29624,18247,11377,11,,,
29527,22830,6697,9,,,
33212,18919,14293,10,,,
31514,22309,9205,19,,,
28093,11204,16889,8,,,
27922,17430,10492,17,,,
29894,28979,915,17,,,
33257,21095,12162,10,,,
29658,20510,9148,7,,,
23831,9937,13894,12,,,
29475,2710,26765,20,,,
29078,28349,729,12,,,
29116,24635,4481,14,,,
31258,20737,10521,11,,,
31802,25583,6219,7,,,
29947,2127,27820,18,,,
23843,21072,2771,16,,,
27418,9794,17624,6,,,
27530,20565,6965,12,,,
29602,15872,13730,16,,,
33350,26369,6981,13,,,
29515,18524,10991,23,,,
31915,19233,12682,13,,,
33673,19295,14378,16,,,
39369,9647,29722,5,,,
25471,7800,17671,12,,,
33331,32656,675,10,,,
23616,22198,1418,21,,,
37966,2773,35193,16,,,
34237,20538,13699,14,,,
35255,29497,5758,9,,,
29886,1828,28058,14,,,
31309,9512,21797,16,,,
23603,15494,8109,20,,,
21501,10568,10933,5,,,
33509,11533,21976,12,,,
27328,2193,25135,9,,,
25627,11827,13800,11,,,
32321,30245,2076,8,,,
37348,35595,1753,9,,,
19735,10092,9643,5,,,
27565,18454,9111,17,,,
31579,28581,2998,6,,,
31191,14290,16901,13,,,
24090,2409,21681,16,,,
35740,1440,34300,11,,,
31470,28493,2977,17,,,
29466,25729,3737,7,,,
37336,14821,22515,10,,,
31921,20891,11030,5,,,
29953,10031,19922,9,,,
31843,8019,23824,14,,,
27209,15902,11307,16,,,
34214,13960,20254,4,,,
35437,22885,12552,8,,,
32292,5649,26643,17,,,
29426,27893,1533,15,,,
25936,14613,11323,4,,,
24002,12867,11135,10,,,
33556,2094,31462,16,,,
23631,11467,12164,13,,,
31917,4493,27424,15,,,
23830,13564,10266,25,,,
27355,7837,19518,16,,,
33044,4639,28405,12,,,
27583,11187,16396,12,,,
39449,17780,21669,16,,,
25302,21543,3759,13,,,
30139,19373,10766,18,,,
31331,5416,25915,18,,,
21640,7945,13695,12,,,
32618,31459,1159,14,,,
28091,5644,22447,12,,,
36075,35726,349,22,,,
38886,15159,23727,16,,,
33587,6824,26763,14,,,
29441,18196,11245,11,,,
30052,14250,15802,10,,,
27075,21171,5904,14,,,
36175,1240,34935,22,,,
28157,16338,11819,12,,,
29862,4404,25458,8,,,
27706,1833,25873,14,,,
35854,25211,10643,19,,,
23867,12081,11786,26,,,
26138,8137,18001,11,,,
26050,22686,3364,21,,,
21444,16125,5319,7,,,
27588,8626,18962,7,,,
35066,24205,10861,20,,,
29258,6590,22668,11,,,
30140,14443,15697,30,,,
33835,8582,25253,9,,,
21420,10715,10705,8,,,
35995,16692,19303,6,,,
24981,11555,13426,20,,,
33329,32065,1264,10,,,
33918,14790,19128,21,,,
29089,5507,23582,13,,,
27775,5358,22417,15,,,
29601,15389,14212,5,,,
25382,7399,17983,15,,,
31483,25853,5630,5,,,
33180,18308,14872,15,,,
23668,2039,21629,9,,,
22314,10697,11617,15,,,
21758,18925,2833,13,,,
29907,7814,22093,6,,,
32025,26744,5281,13,,,
29153,23844,5309,13,,,
27893,14375,13518,9,,,
35889,3751,32138,8,,,
31924,19165,12759,9,,,
29433,8757,20676,6,,,
24236,10365,13871,9,,,
28550,17390,11160,13,,,
31428,27676,3752,8,,,
27788,26805,983,15,,,
22080,15223,6857,16,,,
27217,23491,3726,8,,,
31446,5838,25608,18,,,
25726,10364,15362,23,,,
33089,726,32363,13,,,
27432,13150,14282,16,,,
27931,22101,5830,5,,,
29284,24546,4738,12,,,
33647,182,33465,9,,,
34081,9829,24252,17,,,
29830,823,29007,21,,,
23605,16713,6892,11,,,
35645,21725,13920,9,,,
28218,22313,5905,21,,,
31079,17437,13642,14,,,
33591,16207,17384,10,,,
25314,2891,22423,23,,,
29501,16768,12733,11,,,
28892,14550,14342,7,,,
29432,11926,17506,8,,,
31738,19163,12575,7,,,
29653,18432,11221,7,,,
29321,25360,3961,5,,,
25577,20027,5550,14,,,
27147,27005,142,5,,,
29568,2958,26610,27,,,
21584,18219,3365,14,,,
31056,6139,24917,14,,,
34118,107,34011,13,,,
29968,23716,6252,14,,,
27610,10561,17049,13,,,
29332,16363,12969,9,,,
31719,31716,3,14,,,
27731,17078,10653,23,,,
24323,10864,13459,7,,,
31386,6599,24787,14,,,
28821,25571,3250,15,,,
23787,12456,11331,18,,,
21732,3664,18068,15,,,
31302,25093,6209,15,,,
35739,22349,13390,7,,,
23491,9224,14267,9,,,
28121,22596,5525,9,,,
34056,17436,16620,10,,,
33225,3810,29415,14,,,
31965,11209,20756,15,,,
30821,21274,9547,18,,,
31783,16847,14936,6,,,
33653,198,33455,20,,,
29163,7554,21609,20,,,
31769,21051,10718,7,,,
27057,23384,3673,11,,,
25602,25402,200,11,,,
30272,9914,20358,11,,,
27389,16694,10695,20,,,
29465,26129,3336,12,,,
32389,26726,5663,14,,,
31094,28333,2761,10,,,
33945,9150,24795,10,,,
31277,29180,2097,14,,,
30804,19929,10875,19,,,
29594,13595,15999,10,,,
27577,13285,14292,18,,,
29156,10527,18629,8,,,
35764,28829,6935,8,,,
25822,7380,18442,7,,,
25910,24451,1459,15,,,
35194,19326,15868,11,,,
27177,21693,5484,15,,,
26094,5569,20525,12,,,
31227,8574,22653,23,,,
31443,10689,20754,18,,,
27738,7849,19889,13,,,
33573,10790,22783,28,,,
27285,10093,17192,16,,,
35836,32271,3565,13,,,
27939,6318,21621,11,,,
30818,1807,29011,10,,,
30995,23256,7739,18,,,
27037,9512,17525,10,,,
37408,24636,12772,9,,,
23154,3319,19835,14,,,
25325,21788,3537,20,,,
31294,21976,9318,12,,,
27737,21471,6266,7,,,
29625,2532,27093,10,,,
30455,24269,6186,10,,,
31221,25016,6205,15,,,
27886,12769,15117,12,,,
29407,14606,14801,15,,,
27378,15018,12360,15,,,
35608,14733,20875,23,,,
35288,16174,19114,13,,,
36062,29442,6620,8,,,
28272,24743,3529,10,,,
25306,23426,1880,9,,,
25730,12525,13205,8,,,
28074,23339,4735,16,,,
21472,15111,6361,23,,,
28927,23375,5552,20,,,
30833,20335,10498,18,,,
29666,23756,5910,24,,,
29774,26436,3338,21,,,
31691,26769,4922,17,,,
23904,5214,18690,5,,,
31661,28153,3508,15,,,
27547,6299,21248,21,,,
27672,14056,13616,14,,,
29778,20187,9591,5,,,
34059,24305,9754,12,,,
29102,22080,7022,13,,,
29874,9133,20741,2,,,
27257,22338,4919,5,,,
27281,23326,3955,14,,,
22444,18881,3563,10,,,
28342,16905,11437,17,,,
29672,12318,17354,11,,,
25886,13092,12794,13,,,
32009,10107,21902,10,,,
27075,9656,17419,11,,,
33688,19975,13713,18,,,
31697,24478,7219,14,,,
27506,4173,23333,2,,,
26303,9108,17195,3,,,
35992,9429,26563,10,,,
22049,12151,9898,9,,,
31274,5293,25981,16,,,
29971,3612,26359,7,,,
21611,19372,2239,15,,,
36988,10724,26264,18,,,
29246,17098,12148,13,,,
27386,7948,19438,11,,,
31361,28047,3314,15,,,
31891,1040,30851,14,,,
20882,13470,7412,17,,,
29376,1883,27493,17,,,
29322,20495,8827,23,,,
29366,27411,1955,6,,,
21149,13439,7710,8,,,
31730,30092,1638,15,,,
29930,26757,3173,18,,,
23564,12929,10635,17,,,
30295,11488,18807,20,,,
31554,23657,7897,3,,,
35236,7228,28008,15,,,
29855,1999,27856,20,,,
17841,8080,9761,15,,,
30073,3225,26848,5,,,
30626,21558,9068,14,,,
31469,12806,18663,17,,,
33372,22296,11076,15,,,
28096,6869,21227,6,,,
27888,14405,13483,13,,,
27594,7746,19848,9,,,
35604,14628,20976,10,,,
35057,20900,14157,17,,,
25567,1928,23639,19,,,
24132,7723,16409,13,,,
31116,6626,24490,14,,,
27277,10833,16444,25,,,
19849,19558,291,10,,,
31633,21561,10072,15,,,
27387,26337,1050,14,,,
29882,14455,15427,18,,,
35803,3320,32483,12,,,
29659,10886,18773,15,,,
29851,23335,6516,14,,,
37365,27481,9884,17,,,
36973,35679,1294,5,,,
34151,6469,27682,7,,,
33162,27868,5294,24,,,
31616,23243,8373,12,,,
31313,14859,16454,16,,,
28014,22627,5387,24,,,
29370,3632,25738,20,,,
27144,12170,14974,16,,,
29280,26961,2319,11,,,
34849,18891,15958,14,,,
31919,22002,9917,17,,,
29705,10908,18797,21,,,
31935,4923,27012,17,,,
33137,3487,29650,22,,,
27219,7318,19901,11,,,
31570,12186,19384,9,,,
33737,10594,23143,13,,,
27353,23573,3780,29,,,
23414,6118,17296,14,,,
29973,34,29939,23,,,
26000,20498,5502,23,,,
31049,12244,18805,8,,,
29574,10852,18722,8,,,
29302,21417,7885,11,,,
28894,7210,21684,11,,,
37101,1490,35611,13,,,
23373,12597,10776,21,,,
25060,13696,11364,18,,,
34150,5791,28359,25,,,
24747,18084,6663,6,,,
32113,11661,20452,10,,,
31335,865,30470,14,,,
22181,15436,6745,12,,,
30258,29884,374,16,,,
31274,16639,14635,6,,,
31713,5807,25906,13,,,
33638,30374,3264,5,,,
25789,24333,1456,11,,,
30053,21949,8104,20,,,
29105,1349,27756,29,,,
37297,34577,2720,7,,,
27476,7353,20123,5,,,
26835,12059,14776,9,,,
31605,23016,8589,9,,,
28044,17905,10139,10,,,
31649,28673,2976,14,,,
29427,14528,14899,13,,,
23781,10160,13621,11,,,
30130,24448,5682,14,,,
29872,7635,22237,16,,,
39134,27582,11552,4,,,
36423,18625,17798,4,,,
39854,23862,15992,29,,,
31624,5575,26049,9,,,
33675,10705,22970,5,,,
20064,13751,6313,15,,,
23675,15791,7884,10,,,
32154,25333,6821,15,,,
21160,11296,9864,31,,,
31053,17535,13518,10,,,
28776,13121,15655,9,,,
23559,14967,8592,25,,,
27623,25666,1957,13,,,
31549,30657,892,17,,,
32052,11638,20414,16,,,
24449,8146,16303,18,,,
32000,2727,29273,6,,,
29577,3545,26032,17,,,
29013,11679,17334,14,,,
33785,20480,13305,3,,,
32824,30160,2664,19,,,
34937,13852,21085,15,,,
31209,21761,9448,10,,,
29079,22439,6640,6,,,
31636,25806,5830,5,,,
35751,6179,29572,19,,,
29594,8068,21526,17,,,
25858,11406,14452,17,,,
33262,18432,14830,8,,,
22942,22037,905,14,,,
27613,6818,20795,5,,,
27267,1299,25968,20,,,
28105,10198,17907,7,,,
26115,540,25575,14,,,
25840,742,25098,14,,,
23745,17208,6537,19,,,
27615,6856,20759,12,,,
27612,11201,16411,12,,,
21830,1851,19979,13,,,
31823,23737,8086,9,,,
28924,17806,11118,11,,,
27609,23975,3634,12,,,
22929,20227,2702,6,,,
27939,24633,3306,19,,,
31073,3741,27332,13,,,
29719,5578,24141,10,,,
27748,6793,20955,8,,,
27152,6480,20672,10,,,
30662,9097,21565,10,,,
35645,5386,30259,13,,,
19562,9823,9739,11,,,
33684,14099,19585,12,,,
31881,17009,14872,14,,,
27855,20318,7537,4,,,
21956,8345,13611,7,,,
35385,14217,21168,21,,,
38055,6263,31792,4,,,
26748,671,26077,22,,,
29647,18323,11324,12,,,
25980,22773,3207,14,,,
25289,8281,17008,5,,,
27511,11057,16454,5,,,
29921,20637,9284,18,,,
27992,13065,14927,13,,,
29738,23313,6425,7,,,
33220,1697,31523,27,,,
34117,5569,28548,13,,,
26047,25132,915,17,,,
33695,4680,29015,8,,,
28158,24699,3459,24,,,
27071,14840,12231,13,,,
27313,17857,9456,17,,,
27827,23733,4094,9,,,
33859,23076,10783,23,,,
30561,21041,9520,15,,,
27742,946,26796,9,,,
31550,24100,7450,16,,,
27797,24926,2871,22,,,
27213,5371,21842,9,,,
29779,5428,24351,10,,,
27805,18118,9687,17,,,
29087,19467,9620,21,,,
33542,25535,8007,9,,,
29420,11716,17704,18,,,
36481,30843,5638,9,,,
35341,13593,21748,10,,,
24281,11428,12853,19,,,
29564,8595,20969,22,,,
34296,12233,22063,17,,,
29154,14619,14535,12,,,
30844,25247,5597,18,,,
17211,11797,5414,19,,,
19983,11660,8323,11,,,
25726,8533,17193,16,,,
23261,12756,10505,13,,,
25690,11455,14235,12,,,
25628,24347,1281,22,,,
35407,30736,4671,17,,,
30851,15566,15285,25,,,
23440,5556,17884,11,,,
26052,25451,601,19,,,
31897,640,31257,25,,,
33491,25683,7808,11,,,
35374,5055,30319,3,,,
34005,10666,23339,8,,,
27625,23435,4190,13,,,
28112,4596,23516,13,,,
31164,19218,11946,15,,,
27491,23963,3528,13,,,
33979,26202,7777,17,,,
31791,1778,30013,9,,,
31406,4837,26569,8,,,
31324,15061,16263,5,,,
32964,10381,22583,12,,,
26077,21823,4254,8,,,
29728,1775,27953,9,,,
31169,22748,8421,15,,,
28745,18179,10566,11,,,
33620,297,33323,19,,,
27674,26995,679,20,,,
25471,20860,4611,19,,,
31071,3536,27535,13,,,
35590,34278,1312,16,,,
31070,30051,1019,16,,,
21133,16864,4269,11,,,
34368,26601,7767,19,,,
30976,14965,16011,9,,,
32515,31737,778,20,,,
27269,12739,14530,10,,,
25902,25478,424,6,,,
33581,27081,6500,6,,,
33477,7496,25981,26,,,
26640,5335,21305,13,,,
23058,14783,8275,7,,,
33486,22511,10975,17,,,
33774,590,33184,12,,,
29323,2473,26850,13,,,
26827,24880,1947,7,,,
33693,33449,244,14,,,
21296,2720,18576,20,,,
29645,9020,20625,16,,,
23428,19217,4211,22,,,
27880,3436,24444,24,,,
30336,559,29777,17,,,
31395,16224,15171,10,,,
33675,28715,4960,12,,,
31050,265,30785,10,,,
29691,8428,21263,16,,,
27929,1968,25961,12,,,
31510,14442,17068,10,,,
30017,23917,6100,4,,,
29803,20027,9776,23,,,
29478,11239,18239,10,,,
32248,1615,30633,19,,,
21541,16292,5249,24,,,
25900,573,25327,13,,,
33961,4139,29822,15,,,
27732,10664,17068,18,,,
35954,2093,33861,12,,,
33999,2929,31070,12,,,
27749,1405,26344,10,,,
21390,8114,13276,9,,,
26224,16401,9823,9,,,
28979,25817,3162,9,,,
29266,9039,20227,19,,,
23761,8135,15626,6,,,
34457,15198,19259,18,,,
30075,5281,24794,15,,,
29359,12858,16501,8,,,
25376,23470,1906,13,,,
29542,11462,18080,13,,,
25265,2479,22786,21,,,
29044,21589,7455,22,,,
33646,19080,14566,7,,,
27513,27468,45,9,,,
29356,337,29019,10,,,
30080,26033,4047,12,,,
29793,5218,24575,17,,,
27945,13083,14862,20,,,
31737,21413,10324,19,,,
31884,20797,11087,3,,,
33255,10797,22458,12,,,
35130,7497,27633,5,,,
33723,28205,5518,22,,,
23175,8277,14898,17,,,
28051,2593,25458,22,,,
30265,8265,22000,13,,,
32219,20117,12102,16,,,
25165,6079,19086,10,,,
32075,26043,6032,9,,,
33557,16559,16998,17,,,
31322,27218,4104,7,,,
31992,31522,470,20,,,
31890,7468,24422,11,,,
27323,18152,9171,23,,,
25665,11949,13716,6,,,
31188,9575,21613,9,,,
23804,23320,484,10,,,
37571,25230,12341,25,,,
27772,2310,25462,8,,,
21856,330,21526,9,,,
21785,5418,16367,6,,,
31502,29435,2067,12,,,
31086,30739,347,17,,,
24242,13641,10601,15,,,
28063,4360,23703,5,,,
37396,26941,10455,12,,,
19718,5627,14091,11,,,
29388,19169,10219,9,,,
23902,14984,8918,31,,,
29854,18245,11609,16,,,
37194,33639,3555,19,,,
22098,20763,1335,17,,,
27703,9062,18641,13,,,
29500,8058,21442,12,,,
36974,25274,11700,18,,,
36418,29512,6906,8,,,
29895,19938,9957,16,,,
35598,1635,33963,15,,,
29401,5020,24381,7,,,
31562,26632,4930,14,,,
29865,18364,11501,19,,,
37358,33946,3412,11,,,
29992,26888,3104,15,,,
33631,13968,19663,7,,,
29943,11118,18825,14,,,
37609,25793,11816,13,,,
27880,8545,19335,6,,,
31412,14959,16453,15,,,
31707,9225,22482,17,,,
31792,14580,17212,23,,,
29320,18844,10476,13,,,
29835,20479,9356,6,,,
19912,12509,7403,16,,,
19682,1765,17917,7,,,
21648,12099,9549,9,,,
26491,22010,4481,11,,,
29558,26073,3485,11,,,
25721,9202,16519,11,,,
27543,23377,4166,7,,,
27786,25591,2195,18,,,
30893,861,30032,17,,,
33771,23560,10211,9,,,
25203,5074,20129,8,,,
29384,2063,27321,23,,,
26061,12150,13911,10,,,
29304,24898,4406,12,,,
17205,14828,2377,25,,,
35312,5042,30270,22,,,
25372,20935,4437,14,,,
28222,16613,11609,15,,,
33930,14323,19607,7,,,
23724,23277,447,15,,,
38091,27697,10394,16,,,
32270,17243,15027,8,,,
20100,10608,9492,8,,,
31481,20870,10611,16,,,
21703,12200,9503,23,,,
31678,28894,2784,22,,,
29892,14393,15499,12,,,
18029,3112,14917,23,,,
30305,17320,12985,9,,,
28133,8045,20088,15,,,
31589,25307,6282,12,,,
29470,26020,3450,10,,,
31799,10831,20968,14,,,
31615,27330,4285,8,,,
39053,22005,17048,11,,,
37088,13911,23177,20,,,
30899,18277,12622,23,,,
25546,22884,2662,5,,,
29377,26284,3093,7,,,
33616,19987,13629,10,,,
38188,4530,33658,16,,,
32946,19376,13570,12,,,
27127,25658,1469,8,,,
23580,14383,9197,10,,,
23086,5290,17796,18,,,
23772,17105,6667,10,,,
31905,869,31036,15,,,
28873,5971,22902,14,,,
21433,11217,10216,11,,,
27751,3801,23950,13,,,
33469,15257,18212,8,,,
27360,11178,16182,13,,,
29238,21420,7818,9,,,
30406,28673,1733,13,,,
21922,10579,11343,16,,,
27616,16087,11529,18,,,
31715,21221,10494,11,,,
29595,7065,22530,7,,,
33308,29839,3469,14,,,
27691,8399,19292,6,,,
22947,18951,3996,24,,,
31731,25898,5833,16,,,
31764,1840,29924,13,,,
25803,21937,3866,17,,,
28166,13845,14321,27,,,
28246,24504,3742,18,,,
29495,24426,5069,16,,,
33029,11656,21373,20,,,
31410,22515,8895,9,,,
31508,4570,26938,22,,,
24136,13006,11130,18,,,
31254,30702,552,11,,,
31447,16396,15051,16,,,
34452,1200,33252,14,,,
29633,16955,12678,15,,,
29768,23303,6465,9,,,
31510,5062,26448,8,,,
35371,22968,12403,11,,,
25421,6454,18967,27,,,
35736,30116,5620,6,,,
34340,8617,25723,14,,,
27268,21569,5699,21,,,
28827,4300,24527,14,,,
27314,19563,7751,15,,,
29884,29089,795,20,,,
25641,1934,23707,20,,,
33465,21485,11980,10,,,
28222,2763,25459,13,,,
33824,25648,8176,10,,,
29146,24303,4843,15,,,
29731,2488,27243,17,,,
23902,19939,3963,13,,,
23581,16823,6758,16,,,
29816,19529,10287,15,,,
33740,32277,1463,14,,,
27772,23684,4088,17,,,
29446,26042,3404,14,,,
25940,12015,13925,11,,,
23605,14017,9588,18,,,
33497,31089,2408,5,,,
36791,7353,29438,13,,,
34712,16925,17787,2,,,
37569,36098,1471,23,,,
35071,14489,20582,11,,,
30774,24943,5831,17,,,
30147,16855,13292,11,,,
33024,25872,7152,15,,,
27313,10448,16865,7,,,
27451,17164,10287,9,,,
24320,11092,13228,11,,,
33381,30979,2402,16,,,
33275,17495,15780,13,,,
27864,982,26882,12,,,
37744,11404,26340,24,,,
34065,25796,8269,18,,,
26177,2075,24102,22,,,
39665,1077,38588,15,,,
28991,13011,15980,20,,,
17905,12170,5735,14,,,
33433,20029,13404,7,,,
31810,19843,11967,10,,,
27207,20556,6651,25,,,
27061,14454,12607,18,,,
29360,10962,18398,4,,,
31442,3030,28412,15,,,
21877,3884,17993,18,,,
33958,19159,14799,11,,,
31545,15128,16417,10,,,
32349,22272,10077,14,,,
31266,19707,11559,13,,,
27652,21320,6332,6,,,
19424,11308,8116,9,,,
30297,21618,8679,8,,,
31524,18060,13464,15,,,
25374,10488,14886,15,,,
29125,16298,12827,13,,,
34276,29883,4393,17,,,
29670,5749,23921,16,,,
25911,8078,17833,24,,,
33573,19279,14294,21,,,
22233,7888,14345,13,,,
23003,13867,9136,11,,,
31615,11328,20287,7,,,
29474,9025,20449,17,,,
29530,18508,11022,20,,,
32000,18689,13311,4,,,
30164,26600,3564,9,,,
27448,18815,8633,12,,,
29133,23240,5893,18,,,
27405,14876,12529,24,,,
25582,16933,8649,10,,,
33335,28576,4759,5,,,
32888,25211,7677,14,,,
34752,9444,25308,24,,,
31510,21784,9726,7,,,
34066,5537,28529,19,,,
30380,24911,5469,12,,,
36092,17943,18149,19,,,
26225,26021,204,13,,,
31194,4574,26620,7,,,
23701,20485,3216,15,,,
25238,24729,509,11,,,
27683,11357,16326,5,,,
31831,5181,26650,11,,,
29430,20753,8677,17,,,
25781,22909,2872,9,,,
33232,12294,20938,9,,,
23503,1216,22287,8,,,
31309,25955,5354,8,,,
29717,24699,5018,10,,,
29328,16945,12383,15,,,
27096,2196,24900,8,,,
27050,5742,21308,9,,,
33676,20605,13071,7,,,
33734,24445,9289,4,,,
26985,3902,23083,9,,,
27318,25367,1951,20,,,
25858,12394,13464,9,,,
33907,28801,5106,11,,,
27477,17142,10335,9,,,
29357,13979,15378,8,,,
33716,6092,27624,19,,,
29226,22102,7124,15,,,
35869,27573,8296,18,,,
19229,600,18629,16,,,
25828,8939,16889,9,,,
27207,12050,15157,14,,,
31425,25376,6049,17,,,
33501,21291,12210,19,,,
35797,247,35550,14,,,
29451,24615,4836,10,,,
25950,1124,24826,9,,,
27395,4921,22474,7,,,
31510,10078,21432,14,,,
31034,17904,13130,3,,,
23233,14160,9073,21,,,
27320,16079,11241,13,,,
23638,5977,17661,16,,,
37305,1588,35717,9,,,
31698,12482,19216,11,,,
22933,8037,14896,16,,,
29912,27623,2289,7,,,
32174,30099,2075,19,,,
27759,434,27325,12,,,
31725,25391,6334,4,,,
31598,5133,26465,11,,,
29796,7672,22124,8,,,
29817,12276,17541,18,,,
31619,7270,24349,19,,,
35641,3030,32611,27,,,
31886,20363,11523,11,,,
33871,5029,28842,14,,,
33429,30111,3318,14,,,
28238,4355,23883,6,,,
33812,6141,27671,19,,,
32153,17910,14243,12,,,
25803,20483,5320,6,,,
26938,12051,14887,16,,,
37633,36840,793,14,,,
27243,5582,21661,15,,,
35945,7702,28243,14,,,
35777,20506,15271,14,,,
16071,7021,9050,11,,,
29679,7370,22309,11,,,
35507,11142,24365,17,,,
27494,22879,4615,15,,,
29514,3111,26403,14,,,
35921,973,34948,10,,,
30024,8848,21176,10,,,
